url,name,sku,color,description,details,images1,images2,images3,images4,images5,category0,category1,image-flag
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable,Enhanced Cat 5 Solid 24 AWG Cable,DCS-5E8BL-1000L,Blue,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacket.
  Packaged in 1000 ft. reelbox and tested to 350MHz
  NOTE: USE MODULAR PLUG PTS-03E88RG-50UL",Cat 5e Solid 4 Pair Conductor. 1000 ft./reel. Shielded  Blue,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Solid,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable1,Enhanced Cat 5 Solid 24 AWG Cable,DCS-5E8GR-1000L,Gray,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacket.
  Packaged in 1000 ft. reelbox and tested to 350MHz
  NOTE: USE MODULAR PLUG PTS-03E88RG-50UL",Cat 5e Solid 4 Pair Conductor. 1000 ft./reel. Shielded  Gray,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Shielded (FTP) Cat 5e Cable,Patch Cords,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable1,Enhanced Cat 5 Solid 24 AWG Cable,DCS-5E8GR-1000L,Gray,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacket.
  Packaged in 1000 ft. reelbox and tested to 350MHz
  NOTE: USE MODULAR PLUG PTS-03E88RG-50UL",Cat 5e Solid 4 Pair Conductor. 1000 ft./reel. Shielded  Gray,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Solid,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable2,Enhanced Cat 5 Solid 24 AWG Cable,DCS-5E8YW-1000L,Yellow,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacket.
  Packaged in 1000 ft. reelbox and tested to 350MHz
  NOTE: USE MODULAR PLUG PTS-03E88RG-50UL",Cat 5e Solid 4 Pair Conductor. 1000 ft./reel. Shielded  Yellow,http://ppeci.com/images/uploads/products/DCS-5E8YW1000L.jpg,,,,,Shielded (FTP) Cat 5e Cable,Patch Cords,"['http://ppeci.com/images/uploads/products/DCS-5E8YW1000L.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable2,Enhanced Cat 5 Solid 24 AWG Cable,DCS-5E8YW-1000L,Yellow,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacket.
  Packaged in 1000 ft. reelbox and tested to 350MHz
  NOTE: USE MODULAR PLUG PTS-03E88RG-50UL",Cat 5e Solid 4 Pair Conductor. 1000 ft./reel. Shielded  Yellow,http://ppeci.com/images/uploads/products/DCS-5E8YW1000L.jpg,,,,,Solid,Cat 5e,"['http://ppeci.com/images/uploads/products/DCS-5E8YW1000L.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable3,Enhanced Cat 5 Solid 24 AWG Cable,DC-5E8BG-1000L,Beige,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacket.
  Packaged in 1000 ft. reelbox and tested to 350MHz",Cat 5e Solid 4 Pair Conductor. 1000 ft./reel.   Beige,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Solid,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable4,Enhanced Cat 5 Solid 24 AWG Cable,DC-5E8BK-1000L,Black,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacket.
  Packaged in 1000 ft. reelbox and tested to 350MHz",Cat 5e Solid 4 Pair Conductor. 1000 ft./reel. Black,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Solid,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable5,Enhanced Cat 5 Solid 24 AWG Cable,DC-5E8BL-1000L,Blue,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacket.
  Packaged in 1000 ft. reelbox and tested to 350MHz",Cat 5e Solid 4 Pair Conductor. 1000 ft./reel. Blue,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Solid,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable6,Enhanced Cat 5 Solid 24 AWG Cable,DC-5E8GN-1000L,Green,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacket.
  Packaged in 1000 ft. reelbox and tested to 350MHz",Cat 5e Solid 4 Pair Conductor. 1000 ft./reel. Green,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Solid,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable7,Enhanced Cat 5 Solid 24 AWG Cable,DC-5E8GR-1000L,Gray,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacket.
  Packaged in 1000 ft. reelbox and tested to 350MHz",Cat 5e Solid 4 Pair Conductor. 1000 ft./reel. Gray,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Solid,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable8,Enhanced Cat 5 Solid 24 AWG Cable,DC-5E8LG-1000L,Lime Green,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacket.
  Packaged in 1000 ft. reelbox and tested to 350MHz",Cat 5e Solid 4 Pair Conductor. 1000 ft./reel. Lime Green,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Solid,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable9,Enhanced Cat 5 Solid 24 AWG Cable,DC-5E8OR-1000L,Orange,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacket.
  Packaged in 1000 ft. reelbox and tested to 350MHz",Cat 5e Solid 4 Pair Conductor. 1000 ft./reel. Orange,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Solid,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable30,Enhanced Cat 5 Solid 24 AWG Cable,DC-5E8-GN-1KL,Green,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacke
  1000 ft. Pull Box",Cat 5e Solid 4 Pair Conductor  Green,http://ppeci.com/images/uploads/products/DC-5E8-%28XX%29-1K-L.jpg,,,,,Solid Economic,Cat 5e,"['http://ppeci.com/images/uploads/products/DC-5E8-%28XX%29-1K-L.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable31,Enhanced Cat 5 Solid 24 AWG Cable,DC-5E8-GR-1KL,Gray,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacke
  1000 ft. Pull Box",Cat 5e Solid 4 Pair Conductor  Gray,http://ppeci.com/images/uploads/products/DC-5E8-%28XX%29-1K-L.jpg,,,,,Solid Economic,Cat 5e,"['http://ppeci.com/images/uploads/products/DC-5E8-%28XX%29-1K-L.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable32,Enhanced Cat 5 Solid 24 AWG Cable,DC-5E8-RD-1KL,Red,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacke
  1000 ft. Pull Box",Cat 5e Solid 4 Pair Conductor  Red,http://ppeci.com/images/uploads/products/DC-5E8-%28XX%29-1K-L.jpg,,,,,Solid Economic,Cat 5e,"['http://ppeci.com/images/uploads/products/DC-5E8-%28XX%29-1K-L.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable33,Enhanced Cat 5 Solid 24 AWG Cable,DC-5E8-YW-1KL,Yellow,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacke
  1000 ft. Pull Box",Cat 5e Solid 4 Pair Conductor  Yellow,http://ppeci.com/images/uploads/products/DC-5E8-%28XX%29-1K-L.jpg,,,,,Solid Economic,Cat 5e,"['http://ppeci.com/images/uploads/products/DC-5E8-%28XX%29-1K-L.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-solid-24-awg-cable34,Enhanced Cat 5 Solid 24 AWG Cable,DC-5E8-WH-1KL,White,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.
  Solid cable with pull cord inside and footage clearly marked on jacke
  1000 ft. Pull Box",Cat 5e Solid 4 Pair Conductor  White,http://ppeci.com/images/uploads/products/DC-5E8-%28XX%29-1K-L.jpg,,,,,Solid Economic,Cat 5e,"['http://ppeci.com/images/uploads/products/DC-5E8-%28XX%29-1K-L.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8BK1000,Black,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  Black",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Shielded (FTP) Cat 5e Cable,Patch Cords,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8BK1000,Black,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  Black",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Stranded,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable1,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8BL1000,Blue,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  Blue",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Shielded (FTP) Cat 5e Cable,Patch Cords,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable1,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8BL1000,Blue,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  Blue",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Stranded,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable2,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8GN1000,Green,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  Green",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Shielded (FTP) Cat 5e Cable,Patch Cords,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable2,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8GN1000,Green,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  Green",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Stranded,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable3,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8GR1000,Gray,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  Gray",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Shielded (FTP) Cat 5e Cable,Patch Cords,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable3,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8GR1000,Gray,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  Gray",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Stranded,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable4,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8OR1000,Orange,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  Orange",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Shielded (FTP) Cat 5e Cable,Patch Cords,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable4,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8OR1000,Orange,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  Orange",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Stranded,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable5,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8RD1000,Red,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  Red",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Shielded (FTP) Cat 5e Cable,Patch Cords,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable5,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8RD1000,Red,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  Red",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Stranded,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable6,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8VL1000,Violet,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  Violet",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Shielded (FTP) Cat 5e Cable,Patch Cords,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable6,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8VL1000,Violet,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  Violet",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Stranded,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable7,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8YW1000,Yellow,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  Yellow",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Stranded,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable8,Enhanced Cat 5 Stranded 26 AWG Cable,DCS-5E8WH1000,White,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 4 Pair Conductor, 1000 ft./Reel. Shielded.  White",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Stranded,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/enhanced-cat-5-stranded-26-awg-cable9,Enhanced Cat 5 Stranded 26 AWG Cable,DC-5E4BK2000,Black,"All cables are manufactured under ISO 9000 Standard.
  ETL Verified to EIA/TIA 568A TSB-40A Category 5.
  UL (USA) CMR, CSA (Canada), CMG FT4, Austel (Australia), and Fuji (Japan) Listed.","Cat 5e Stranded 2 Pair Conductor, 2000 ft./Reel Black",http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Stranded,Cat 5e,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/cat-5-stranded-2-pair-cable,Cat 5 Stranded 2 Pair Cable,DC-554BG1000,Beige,"All cables are manufactured under ISO 9000 Standard and are UL and CSA listed.
 ETL Verified to EIA/TIA Category 5 CMR, PVC Jacket.
 Solid Cable with pull cord inside and footage clearly marked on jacket.
 Packaged in 1000 ft. Reelbox.",Beige,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Cat 5,Category Cables,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/cat-5-stranded-2-pair-cable1,Cat 5 Stranded 2 Pair Cable,DC-554BK1000,Black,"All cables are manufactured under ISO 9000 Standard and are UL and CSA listed.
  ETL Verified to EIA/TIA Category 5 CMR, PVC Jacket.
  Solid Cable with pull cord inside and footage clearly marked on jacket.
  Packaged in 1000 ft. Reelbox.",Black,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Cat 5,Category Cables,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/cat-5-stranded-2-pair-cable2,Cat 5 Stranded 2 Pair Cable,DC-554BL1000,Blue,"All cables are manufactured under ISO 9000 Standard and are UL and CSA listed.
  ETL Verified to EIA/TIA Category 5 CMR, PVC Jacket.
  Solid Cable with pull cord inside and footage clearly marked on jacket.
  Packaged in 1000 ft. Reelbox.",Blue,http://ppeci.com/images/uploads/products/ICS_400.jpg,,,,,Cat 5,Category Cables,"['http://ppeci.com/images/uploads/products/ICS_400.jpg', '']"
https://ppeci.com/index.php/products/detail/cat-5-stranded-2-pair-cable3,Cat 5 Stranded 2 Pair Cable,DC-558WH1000-LT,White,"All cables are manufactured under ISO 9000 Standard and are UL and CSA listed.
  ETL Verified to EIA/TIA Category 5 CMR, PVC Jacket.
  Solid Cable with pull cord inside and footage clearly marked on jacket.
  Packaged in 1000 ft. Reelbox.",Teflon White,http://ppeci.com/images/uploads/products/DC-558WH1000-LT.jpg,,,,,Cat 5,Category Cables,"['http://ppeci.com/images/uploads/products/DC-558WH1000-LT.jpg', '']"
https://ppeci.com/index.php/products/detail/modular-inline-coupler-data-cat-5e,Modular Inline Coupler Data Cat 5e,DC-102-8CD-5,Black,"Gold Plated Contacts.
 Straight Thru (Data).",8P8C Jacks,http://ppeci.com/images/uploads/products/DC-102-8CD-5.jpg,,,,,Modular Inline Couplers,Modular Couplers & Testers,"['http://ppeci.com/images/uploads/products/DC-102-8CD-5.jpg', '']"
https://ppeci.com/index.php/products/detail/modular-inline-coupler-data-cat-5e1,Modular Inline Coupler Data Cat 5e,DCS-102-8CD-5,Black,"Gold Plated Contacts.
  Straight Thru (Data).",Shielded 8P8C Jacks,http://ppeci.com/images/uploads/products/DCS-102-8CD-5.jpg,,,,,Modular Inline Couplers,Modular Couplers & Testers,"['http://ppeci.com/images/uploads/products/DCS-102-8CD-5.jpg', '']"
https://ppeci.com/index.php/products/detail/modular-inline-coupler-data-cat-6,Modular Inline Coupler Data Cat 6,DC-102-8CD-6,Black,"Gold Plated Contacts.
  Straight Thru (Data).","8P8C Jacks, RJ45 Plug",http://ppeci.com/images/uploads/products/DC-102-8CD-6.jpg,,,,,Modular Inline Couplers,Modular Couplers & Testers,"['http://ppeci.com/images/uploads/products/DC-102-8CD-6.jpg', '']"
https://ppeci.com/index.php/products/detail/modular-inline-coupler-data-cat-6,Modular Inline Coupler Data Cat 6,DC-102-8CD-6,Black,"Gold Plated Contacts.
  Straight Thru (Data).","8P8C Jacks, RJ45 Plug",http://ppeci.com/images/uploads/products/DC-102-8CD-6.jpg,,,,,Cat 6 Modular Inline Couplers,Cat 6 Keystone Jacks,"['http://ppeci.com/images/uploads/products/DC-102-8CD-6.jpg', '']"
https://ppeci.com/index.php/products/detail/modular-inline-coupler-data-cat-61,Modular Inline Coupler Data Cat 6,DCS-102-8CD-6,Black,"Gold Plated Contacts.
  Straight Thru (Data).",Shielded,http://ppeci.com/images/uploads/products/DCS-102-8CD-6.jpg,,,,,Modular Inline Couplers,Modular Couplers & Testers,"['http://ppeci.com/images/uploads/products/DCS-102-8CD-6.jpg', '']"
https://ppeci.com/index.php/products/detail/modular-inline-coupler-data-cat-61,Modular Inline Coupler Data Cat 6,DCS-102-8CD-6,Black,"Gold Plated Contacts.
  Straight Thru (Data).",Shielded,http://ppeci.com/images/uploads/products/DCS-102-8CD-6.jpg,,,,,Cat 6 Modular Inline Couplers,Cat 6 Keystone Jacks,"['http://ppeci.com/images/uploads/products/DCS-102-8CD-6.jpg', '']"
https://ppeci.com/index.php/products/detail/modular-inline-coupler-for-data,Modular Inline Coupler for Data,DC-102-4CD,,"Gold plated contacts.
  Straight Thru (Data) or Reversed Wiring (Phone).","6P4C Jacks, RJ-11",http://ppeci.com/images/uploads/products/DC-102-4CD.jpg,,,,,Modular Inline Couplers,Modular Couplers & Testers,"['http://ppeci.com/images/uploads/products/DC-102-4CD.jpg', '']"
